98303,50282
98303,51486
97658,51486
97658,52691
97567,52691
97567,53895
97480,53895
97480,55141
97782,55141
97782,56290
97184,56290
97184,57478
96979,57478
96979,58798
97489,58798
97489,59868
96632,59868
96632,61157
96833,61157
96833,62331
96503,62331
96503,63556
96350,63556
96350,64643
95733,64643
95733,65815
95399,65815
95399,67058
95244,67058
95244,68129
94625,68129
94625,69373
94426,69373
94426,70089
93056,70089
93056,71551
93292,71551
93292,72512
92489,72512
92489,73368
91526,73368
91526,74437
90962,74437
90962,75557
90474,75557
90474,76911
90317,76911
90317,77728
89344,77728
89344,78625
88508,78625
88508,79839
88086,79839
88086,80645
87138,80645
87138,81221
85940,81221
85940,82153
85173,82153
85173,83392
84719,83392
84719,84275
83876,84275
83876,85247
83114,85247
83114,85611
81796,85611
81796,86543
81002,86543
81002,87446
80169,87446
80169,88087
79126,88087
79126,88998
78287,88998
78287,89192
76939,89192
76939,89941
75989,89941
75989,91178
75333,91178
75333,91701
74220,91701
74220,91753
72856,91753
72856,92638
71955,92638
71955,93386
70967,93386
70967,93519
69688,93519
69688,94474
68777,94474
68777,94738
67567,94738
67567,95443
66528,95443
66528,95840
65369,95840
65369,96323
64236,96323
64236,95922
62849,95922
62849,96948
61862,96948
61862,96609
60528,96609
60528,97274
59427,97274
59427,97750
58270,97750
58270,97139
56939,97139
56939,98103
55840,98103
55840,97666
54565,97666
54565,97978
53371,97978
53371,98168
52160,98168
52160,97856
50932,97856
50932,97584
49721,97584
49721,98186
48496,98186
48496,98321
47265,98321
47265,98300
46037,98300
46037,98221
44810,98221
44810,97523
43664,97523
43664,97646
42415,97646
42415,97669
41167,97669
41167,96619
40134,96619
40134,96286
38973,96286
38973,96761
37600,96761
37600,95967
36555,95967
36555,95750
35350,95750
35350,95552
34131,95552
34131,94669
33158,94669
33158,94436
31947,94436
31947,93998
30812,93998
30812,93296
29798,93296
29798,93311
28439,93311
28439,92025
27733,92025
27733,91624
26576,91624
26576,91331
25342,91331
25342,90182
24626,90182
24626,89519
23621,89519
23621,89516
22150,89516
22150,88518
21366,88518
21366,87807
20379,87807
20379,87161
19334,87161
19334,86588
18215,86588
18215,85740
17327,85740
17327,84685
16640,84685
16640,83750
15851,83750
15851,83091
14776,83091
14776,81837
14343,81837
14343,81286
13121,81286
13121,79843
12959,79843
12959,79082
11970,79082
11970,77895
11540,77895
11540,77021
10688,77021
10688,76134
9835,76134
9835,75166
9092,75166
9092,74159
8403,74159
8403,72977
8024,72977
8024,71934
7403,71934
7403,70712
7142,70712
7142,69828
6169,69828
6169,68597
5953,68597
5953,67629
5104,67629
5104,66315
5141,66315
5141,65414
4026,65414
4026,64057
4258,64057
4258,63019
3471,63019
3471,61701
3692,61701
3692,60532
3375,60532
3375,59358
3068,59358
3068,58233
2461,58233
2461,56949
2793,56949
2793,55730
2803,55730
2803,54593
2040,54593
2040,53360
2180,53360
2180,52140
2265,52140
2265,50930
2243,50930
2243,50262
94872,50262
94872,48511
2304,48511
2304,47284
2012,47284
2012,46109
2585,46109
2585,44860
2234,44860
2234,43681
2607,43681
2607,42388
2187,42388
2187,41288
2979,41288
2979,40156
3483,40156
3483,38875
3304,38875
3304,37767
3869,37767
3869,36524
3925,36524
3925,35423
4475,35423
4475,34278
4869,34278
4869,33077
5115,33077
5115,32095
5928,32095
5928,30721
5792,30721
5792,29737
6572,29737
6572,28678
7169,28678
7169,27377
7302,27377
7302,26508
8253,26508
8253,25351
8682,25351
8682,24308
9314,24308
9314,23123
9734,23123
9734,22443
10898,22443
10898,21247
11321,21247
11321,20136
11882,20136
11882,19683
13260,19683
13260,18592
13845,18592
13845,17314
14245,17314
14245,16723
15401,16723
15401,15828
16226,15828
16226,14788
16919,14788
16919,14055
17905,14055
17905,13041
18645,13041
18645,12720
19964,12720
19964,12094
21012,12094
21012,10859
21609,10859
21609,10674
22968,10674
22968,9608
23717,9608
23717,9442
25048,9442
25048,8675
25998,8675
25998,7941
26976,7941
26976,6979
27847,6979
27847,6665
29057,6665
29057,6280
30221,6280
30221,5398
31168,5398
31168,5233
32421,5233
32421,4751
33542,4751
33542,4776
34837,4776
34837,3681
35764,3681
35764,3407
36962,3407
36962,3278
38194,3278
38194,3312
39453,3312
39453,2439
40515,2439
40515,2524
41777,2524
41777,2272
42974,2272
42974,2645
44250,2645
44250,2515
45451,2515
45451,1836
46615,1836
46615,1853
47840,1853
47840,1927
49063,1927
49063,2486
50278,2486
50278,1772
51504,1772
51504,1918
52720,1918
52720,2613
53887,2613
53887,2626
55097,2626
55097,2760
56297,2760
56297,2474
57565,2474
57565,2689
58765,2689
58765,3290
59884,3290
59884,3563
61062,3563
61062,3471
62338,3471
62338,3751
63526,3751
63526,4195
64666,4195
64666,4449
65867,4449
65867,4726
67069,4726
67069,5805
67954,5805
67954,5693
69321,5693
69321,6101
70481,6101
70481,6773
71518,6773
71518,7206
72673,7206
72673,8235
73501,8235
73501,8506
74753,8506
74753,9200
75763,9200
75763,10198
76566,10198
76566,10635
77741,10635
77741,11783
78409,11783
78409,12115
79681,12115
79681,13179
80383,13179
80383,13871
81384,13871
81384,14723
82247,14723
82247,15569
83114,15569
83114,16419
83976,16419
83976,16981
85145,16981
85145,18216
85596,18216
85596,18868
86696,18868
86696,19960
87284,19960
87284,20703
88309,20703
88309,21921
88711,21921
88711,22573
89901,22573
89901,23988
89975,23988
89975,24599
91287,24599
91287,25831
91612,25831
91612,26811
92360,26811
92360,28224
92287,28224
92287,28920
93616,28920
93616,30031
